label,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
Normal,0,0,0,0.2542212903499603,0.4069894552230835,0.30996018648147583,0,0,0,0.2080758810043335,0.2054988294839859,0.5715391635894775,0.5604618787765503,0,0.21567794680595398,0.20771808922290802,0,0,0,0.20338019728660583,0.2729799747467041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053953617811203,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.2516201138496399,0.4009993076324463,0.2989477813243866,0,0,0,0.20036663115024567,0.19711461663246155,0.5722810626029968,0.5618332624435425,0,0.2135515809059143,0.2058093100786209,0,0,0,0.20052753388881683,0.275339275598526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10892388969659805,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.24019291996955872,0.4019905626773834,0.29426053166389465,0,0,0,0.20509952306747437,0.19308923184871674,0.5633529424667358,0.5568195581436157,0,0.22829318046569824,0.22075942158699036,0,0,0,0.1996336728334427,0.28964585065841675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11419221013784409,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.2294173687696457,0.40888988971710205,0.2886935770511627,0,0,0,0.21088938415050507,0.22817827761173248,0.5767954587936401,0.5698422193527222,0,0.2416507452726364,0.2329079508781433,0,0,0,0.19759151339530945,0.2892329692840576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12983857095241547,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.23570239543914795,0.42203354835510254,0.2986847460269928,0,0,0,0.21343275904655457,0.23017282783985138,0.5833661556243896,0.5770354866981506,0,0.24220213294029236,0.23293203115463257,0,0,0,0.1988925188779831,0.28558140993118286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13959746062755585,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.24067330360412598,0.4313909113407135,0.30189937353134155,0,0,0,0.2043451964855194,0.2157575786113739,0.5839962363243103,0.5766879320144653,0,0.24441584944725037,0.23572613298892975,0,0,0,0.2030450999736786,0.2858862280845642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1294739544391632,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.2572177052497864,0.34297043085098267,0.26078081130981445,0,0,0,0.12728305160999298,0.11043404787778854,0.4488062560558319,0.42861828207969666,0,0,0,0,0,0,0.1751783788204193,0.26765182614326477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17530612647533417,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.20904241502285004,0.28633198142051697,0.2504803538322449,0,0,0,0,0,0.3410733640193939,0.3208175599575043,0,0,0,0,0,0,0.15247492492198944,0.18206281960010529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23187841475009918,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.200661301612854,0.26073822379112244,0.23808643221855164,0,0,0,0,0,0.3587338626384735,0.34102362394332886,0,0,0,0,0,0,0.16141170263290405,0.19229498505592346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2339484840631485,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.21623852849006653,0.252866268157959,0.23537063598632812,0,0,0,0,0,0.34502965211868286,0.3300817608833313,0,0,0,0,0,0,0.17660176753997803,0.19237805902957916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251936674118042,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0.23063604533672333,0.2580154836177826,0.2437022179365158,0,0,0,0,0,0.3344179391860962,0.3181070387363434,0,0,0,0,0,0,0.1768466681241989,0.19565121829509735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24672098457813263,0,0,0,0,0,0,0,0,0,0,0,0,0
